30,15,25
31,15,25
32,15,25
33,15,25
34,15,25
35,15,25
36,15,25
37,15,25
38,15,25
38,14,25
38,13,25
37,13,25
36,13,25
35,13,25
34,13,25
34,12,25
34,11,25
35,11,25
36,11,25
37,11,25
38,11,25
39,11,25
40,11,25
41,11,25
42,11,25
43,11,25
44,11,25
44,12,25
43,12,25
42,12,25
41,12,25
40,12,25
39,12,25
38,12,25
38,13,25
37,13,25
36,13,25
35,13,25
34,13,25
33,13,25
32,13,25
31,13,25
30,13,25
29,13,25
29,14,25
28,14,25
27,14,25
26,14,25
25,14,25
24,14,25
23,14,25
22,14,25
21,14,25
20,14,25
20,15,25
20,16,25
21,16,25
22,16,25
23,16,25
24,16,25
25,16,25
25,15,25
25,14,25
26,14,25
27,14,25
28,14,25
29,14,25
29,13,25
29,12,25
30,12,25
31,12,25
31,11,25
32,11,25
33,11,25
33,10,25
34,10,25
34,9,25
35,9,25
35,8,25
36,8,25
36,7,25
37,7,25
37,6,25
38,6,25
38,5,25
39,5,25
40,5,25
40,4,25
41,4,25
42,4,25
43,4,25
44,4,25
45,4,25
46,4,25
47,4,25
48,4,25
49,4,25
50,4,25
51,4,25
52,4,25
53,4,25
54,4,25
55,4,25
56,4,25
57,4,25
58,4,25
59,4,25
60,4,25
61,4,25
62,4,25
63,4,25
64,4,25
64,5,25
64,6,25
64,7,25
63,7,25
62,7,25
61,7,25
60,7,25
59,7,25
58,7,25
58,6,25
58,5,25
59,5,25
60,5,25
61,5,25
62,5,25
63,5,25
64,5,25
65,5,25
65,4,25
64,4,25
63,4,25
62,4,25
62,5,25
62,6,25
62,7,25
61,7,25
60,7,25
59,7,25
59,8,25
59,9,25
58,9,25
57,9,25
56,9,25
56,10,25
56,11,25
55,11,25
54,11,25
53,11,25
52,11,25
52,12,25
52,13,25
52,14,25
51,14,25
50,14,25
49,14,25
48,14,25
47,14,25
46,14,25
45,14,25
44,14,25
44,15,25
44,16,25
44,17,25
44,18,25
44,19,25
43,19,25
42,19,25
41,19,25
40,19,25
39,19,25
38,19,25
37,19,25
36,19,25
35,19,25
34,19,25
33,19,25
32,19,25
31,19,25
30,19,25
29,19,25
28,19,25
27,19,25
26,19,25
26,18,25
26,17,25
26,16,25
26,15,25
26,14,25
27,14,25
28,14,25
29,14,25
30,14,25
31,14,25
31,13,25
31,12,25
31,11,25
32,11,25
33,11,25
34,11,25
35,11,25
36,11,25
37,11,25
37,12,25
38,12,25
39,12,25
40,12,25
41,12,25
42,12,25
43,12,25
44,12,25
45,12,25
46,12,25
47,12,25
48,12,25
49,12,25
50,12,25
51,12,25
52,12,25
53,12,25
53,13,25
52,13,25
51,13,25
50,13,25
49,13,25
49,14,25
49,15,25
49,16,25
48,16,25
47,16,25
46,16,25
45,16,25
45,15,25
45,14,25
46,14,25
47,14,25
48,14,25
49,14,25
50,14,25
50,13,25
50,12,25
50,11,25
51,11,25
52,11,25
53,11,25
54,11,25
55,11,25
55,12,25
55,13,25
54,13,25
53,13,25
52,13,25
51,13,25
50,13,25
49,13,25
48,13,25
47,13,25
46,13,25
46,14,25
45,14,25
44,14,25
43,14,25
42,14,25
41,14,25
41,15,25
40,15,25
39,15,25
38,15,25
37,15,25
36,15,25
35,15,25
35,16,25
34,16,25
33,16,25
32,16,25
31,16,25
30,16,25
29,16,25
28,16,25
27,16,25
26,16,25
25,16,25
24,16,25
24,17,25
24,18,25
23,18,25
22,18,25
21,18,25
20,18,25
20,17,25
20,16,25
20,15,25
20,14,25
20,13,25
20,12,25
20,11,25
19,11,25
18,11,25
17,11,25
16,11,25
15,11,25
14,11,25
13,11,25
12,11,25
11,11,25
11,10,25
11,9,25
11,8,25
11,7,25
10,7,25
9,7,25
8,7,25
7,7,25
7,8,25
7,9,25
7,10,25
6,10,25
5,10,25
4,10,25
3,10,25
2,10,25
77,10,25
76,10,25
75,10,25
75,11,25
75,12,25
75,13,25
75,14,25
75,15,25
75,16,25
74,16,25
73,16,25
72,16,25
71,16,25
70,16,25
69,16,25
68,16,25
68,15,25
68,14,25
68,13,25
68,12,25
68,11,25
67,11,25
66,11,25
65,11,25
64,11,25
63,11,25
62,11,25
61,11,25
60,11,25
59,11,25
58,11,25
57,11,25
57,10,25
56,10,25
55,10,25
54,10,25
53,10,25
53,9,25
53,8,25
52,8,25
51,8,25
51,7,25
51,6,25
50,6,25
49,6,25
48,6,25
47,6,25
46,6,25
45,6,25
45,5,25
44,5,25
43,5,25
42,5,25
41,5,25
40,5,25
39,5,25
38,5,25
38,4,25
37,4,25
36,4,25
35,4,25
34,4,25
33,4,25
32,4,25
31,4,25
30,4,25
29,4,25
28,4,25
27,4,25
26,4,25
25,4,25
24,4,25
23,4,25
22,4,25
22,5,25
22,6,25
22,7,25
23,7,25
24,7,25
25,7,25
26,7,25
27,7,25
27,6,25
27,5,25
27,4,25
28,4,25
29,4,25
30,4,25
31,4,25
32,4,25
33,4,25
34,4,25
35,4,25
36,4,25
37,4,25
38,4,25
39,4,25
40,4,25
41,4,25
42,4,25
43,4,25
44,4,25
45,4,25
45,5,25
45,6,25
46,6,25
47,6,25
48,6,25
49,6,25
50,6,25
51,6,25
52,6,25
53,6,25
54,6,25
55,6,25
55,7,25
55,8,25
55,9,25
55,10,25
55,11,25
54,11,25
53,11,25
52,11,25
51,11,25
50,11,25
50,10,25
50,9,25
50,8,25
50,7,25
50,6,25
49,6,25
48,6,25
47,6,25
47,5,25
47,4,25
48,4,25
49,4,25
50,4,25
51,4,25
52,4,25
52,5,25
52,6,25
52,7,25
52,8,25
52,9,25
52,10,25
52,11,25
52,12,25
51,12,25
50,12,25
49,12,25
48,12,25
48,13,25
48,14,25
47,14,25
46,14,25
46,13,25
46,12,25
46,11,25
46,10,25
47,10,25
48,10,25
48,9,25
48,8,25
48,7,25
48,6,25
48,5,25
49,5,25
49,6,25
49,7,25
49,8,25
49,9,25
50,9,25
51,9,25
52,9,25
52,10,25
52,11,25
51,11,25
50,11,25
50,12,25
50,13,25
50,14,25
50,15,25
49,15,25
48,15,25
48,14,25
48,13,25
47,13,25
46,13,25
45,13,25
44,13,25
44,12,25
44,11,25
44,10,25
45,10,25
46,10,25
47,10,25
48,10,25
49,10,25
50,10,25
51,10,25
52,10,25
53,10,25
54,10,25
55,10,25
55,11,25
55,12,25
55,13,25
55,14,25
55,15,25
55,16,25
55,17,25
54,17,25
53,17,25
52,17,25
51,17,25
50,17,25
49,17,25
48,17,25
47,17,25
46,17,25
45,17,25
44,17,25
44,16,25
43,16,25
42,16,25
41,16,25
40,16,25
39,16,25
38,16,25
37,16,25
36,16,25
35,16,25
34,16,25
33,16,25
32,16,25
31,16,25
30,16,25
29,16,25
28,16,25
27,16,25
26,16,25
25,16,25
24,16,25
23,16,25
22,16,25
21,16,25
20,16,25
19,16,25
18,16,25
17,16,25
17,15,25
17,14,25
18,14,25
19,14,25
20,14,25
21,14,25
22,14,25
22,13,25
22,12,25
22,11,25
22,10,25
22,9,25
22,8,25
22,7,25
22,6,25
23,6,25
24,6,25
25,6,25
26,6,25
27,6,25
28,6,25
29,6,25
30,6,25
31,6,25
32,6,25
33,6,25
34,6,25
35,6,25
36,6,25
36,5,25
36,4,25
36,3,25
37,3,25
38,3,25
39,3,25
40,3,25
41,3,25
41,4,25
41,5,25
41,6,25
41,7,25
41,8,25
41,9,25
41,10,25
41,11,25
41,12,25
40,12,25
39,12,25
38,12,25
37,12,25
36,12,25
36,11,25
36,10,25
36,9,25
36,8,25
36,7,25
36,6,25
36,5,25
36,4,25
37,4,25
38,4,25
39,4,25
40,4,25
41,4,25
41,5,25
41,6,25
41,7,25
42,7,25
43,7,25
44,7,25
45,7,25
45,8,25
46,8,25
47,8,25
48,8,25
48,9,25
49,9,25
50,9,25
50,10,25
50,11,25
50,12,25
51,12,25
52,12,25
53,12,25
54,12,25
55,12,25
56,12,25
57,12,25
58,12,25
59,12,25
60,12,25
61,12,25
61,11,25
61,10,25
61,9,25
61,8,25
61,7,25
61,6,25
62,6,25
62,7,25
62,8,25
62,9,25
62,10,25
63,10,25
64,10,25
64,11,25
64,12,25
64,13,25
64,14,25
64,15,25
64,16,25
64,17,25
64,18,25
63,18,25
62,18,25
62,17,25
62,16,25
62,15,25
62,14,25
62,13,25
62,12,25
61,12,25
60,12,25
59,12,25
58,12,25
57,12,25
56,12,25
55,12,25
54,12,25
53,12,25
53,11,25
54,11,25
55,11,25
56,11,25
57,11,25
58,11,25
59,11,25
60,11,25
61,11,25
62,11,25
63,11,25
64,11,25
65,11,25
66,11,25
67,11,25
67,12,25
66,12,25
65,12,25
64,12,25
63,12,25
63,13,25
62,13,25
61,13,25
60,13,25
59,13,25
58,13,25
57,13,25
56,13,25
55,13,25
55,14,25
55,15,25
55,16,25
55,17,25
55,18,25
54,18,25
53,18,25
52,18,25
51,18,25
51,17,25
51,16,25
50,16,25
49,16,25
48,16,25
47,16,25
47,15,25
46,15,25
45,15,25
44,15,25
43,15,25
42,15,25
42,14,25
41,14,25
40,14,25
39,14,25
38,14,25
37,14,25
36,14,25
35,14,25
34,14,25
33,14,25
32,14,25
31,14,25
30,14,25
29,14,25
28,14,25
27,14,25
26,14,25
25,14,25
24,14,25
23,14,25
22,14,25
21,14,25
20,14,25
19,14,25
18,14,25
